customer_zip_code_prefix,geolocation_lat,geolocation_lng
7022,-23.475764053566273,-46.53962921426509
7023,-23.477439993594697,-46.54168013488947
7024,-23.48007159616828,-46.53831785429048
7025,-23.48261088368666,-46.54357200000001
7030,-23.49465487538231,-46.55044638121069
7031,-23.49189491395926,-46.54629394463038
7032,-23.503853294477462,-46.55491073216861
7033,-23.49990347876395,-46.555141484044064
7034,-23.47708125950717,-46.52523377185642
7040,-23.47667359838998,-46.54504358381902
7041,-23.48456535887903,-46.54828676894223
7042,-23.48441024562871,-46.550879916180975
7043,-23.48458820260835,-46.55200388926075
7044,-23.48142699194992,-46.5533290320561
7050,-23.4622675634197,-46.5523028068267
7051,-23.468514416930777,-46.55079285579497
7052,-23.47350028642738,-46.55399148029315
7053,-23.47613129309249,-46.55645158673323
7054,-23.46567338773156,-46.55740175728548
7055,-23.467810945322867,-46.56159213197528
7056,-23.46025163696695,-46.565685717871794
7060,-23.455614101304175,-46.54699538412487
7061,-23.4543169067459,-46.550612946779964
7062,-23.460073779488155,-46.551626999999996
7063,-23.456907,-46.5582491873449
7064,-23.450188023313515,-46.55251736594723
7070,-23.4514747477119,-46.557386237650746
7071,-23.453510081597333,-46.56661706277687
7072,-23.44717026755726,-46.55796540833131
7073,-23.44624238773155,-46.563734639106144
7074,-23.449686705522534,-46.56562684297996
7075,-23.43170339578164,-46.55984713266778
7076,-23.431630599500828,-46.56308802588147
7077,-23.436518883014024,-46.555788787339054
7080,-23.444955764643066,-46.54749436393359
7081,-23.443673642102837,-46.55222227553523
7082,-23.43577161587513,-46.544688508050086
7083,-23.437420763806347,-46.54991348473654
7084,-23.42921047960067,-46.54991166180969
7085,-23.42470086150384,-46.552730060505496
7087,-23.42343120663339,-46.543517010395426
7090,-23.468348766028043,-46.535316649944185
7091,-23.464392221253405,-46.54089662683938
7092,-23.462738015263444,-46.545502416180966
7093,-23.458495945322863,-46.54053796794389
7094,-23.451715079375624,-46.54380488412488
7095,-23.460800257618796,-46.534699451151255
7096,-23.451425298084136,-46.53916049125744
7097,-23.44540306189049,-46.54143494679429
7110,-23.46719706994057,-46.52649863336026
7111,-23.46515916180968,-46.52162460421837
7112,-23.46873685567546,-46.51806246391887
7113,-23.46399829808414,-46.51741827768481
7114,-23.453135036355256,-46.52996767262972
7115,-23.44956120843672,-46.53424181848348
7120,-23.4541328104334,-46.5255982507646
7121,-23.451350521784317,-46.52266787607479
7122,-23.44771925728547,-46.51761133236192
7123,-23.44502001165677,-46.52813635567546
7124,-23.4312797463212,-46.53484499639333
7130,-23.44238589286745,-46.52134273841536
7131,-23.43450089235793,-46.52520261795259
7132,-23.435127670552248,-46.517259009507185
7133,-23.437197,-46.51136742270183
7134,-23.427857315569288,-46.51513706050551
7135,-23.42439868040567,-46.5276677164868
7140,-23.429413786427382,-46.49734932542269
7141,-23.42911571169929,-46.50683697026772
7142,-23.413511273659765,-46.496331967035076
7143,-23.42052842894858,-46.50255750693924
7144,-23.4038554522621,-46.513241156673786
7145,-23.40594993255526,-46.49171018896156
7150,-23.417537500692493,-46.46288636642389
7151,-23.408354127113526,-46.4554290650788
7152,-23.40452297668648,-46.46985943297361
7153,-23.37876309644241,-46.44838512135726
7154,-23.37335109444112,-46.44919846185846
7155,-23.41615229345243,-46.46783546502971
7156,-23.394398930059435,-46.45121381127012
7159,-23.385273286427378,-46.40296948404406
7160,-23.410629104910857,-46.44863306411219
7161,-23.398125134471115,-46.437990399042064
7162,-23.40264914293956,-46.44539636441803
7170,-23.432678999999997,-46.43597834624039
7171,-23.42197037246811,-46.43678375728547
7172,-23.4218025,-46.4308065
7173,-23.43095651637429,-46.429338473353916
7174,-23.42515209769749,-46.42102588343239
7175,-23.408533299194993,-46.40339203673558
7176,-23.409685707744245,-46.388688516792655
7177,-23.421390446158426,-46.39930941732221
7178,-23.399420671677397,-46.39418043550551
7179,-23.40379875437128,-46.418468647238726
7180,-23.452496984943004,-46.47566216472387
7181,-23.44540927477061,-46.46795443505108
7182,-23.443602401610026,-46.46395618275726
7183,-23.441759502221707,-46.4600738425616
7184,-23.41145698972821,-46.39320732875527
7190,-23.458648107132547,-46.49702587538229
7191,-23.457578013460104,-46.50805226637429
7192,-23.452833017485133,-46.50715331127011
7193,-23.447309060505503,-46.50225707576894
7194,-23.44257407576895,-46.50655197737896
7195,-23.44845742492353,-46.51124870413755
7196,-23.454135136274463,-46.51325832361937
7197,-23.46053810713255,-46.51553610303015
7210,-23.453148190259093,-46.43368988368669
7215,-23.472594,-46.440156551762925
7220,-23.471461467107183,-46.46620940437997
7221,-23.47186475881468,-46.47189813765943
7222,-23.46349142297317,-46.47218458159733
7223,-23.46092914071786,-46.47847576493264
7224,-23.46454624339088,-46.4840870918691
7230,-23.45482760199666,-46.45676935206879
7231,-23.45614391249613,-46.46460021464385
7232,-23.467132204830047,-46.46401340896761
7240,-23.448156139881142,-46.438686942552906
7241,-23.447220663887148,-46.42751660713256
7242,-23.4375744343586,-46.42286651457096
7243,-23.43873873984219,-46.413766359354256
7244,-23.44648612142797,-46.412993571364034
7250,-23.420875499999994,-46.37203973576857
7251,-23.435049027756925,-46.400103869005655
7252,-23.442873747432053,-46.40472063592881
7260,-23.45489291215593,-46.4117255884225
7261,-23.452404619793125,-46.40229588614602
7262,-23.476869723007685,-46.39231300735758
7263,-23.464475926999967,-46.40574879482371
7270,-23.462343241185316,-46.42965720302671
7271,-23.41197469360249,-46.459605654603536
7272,-23.466012401610016,-46.42469723397196
7273,-23.458178949347918,-46.422005872468105
7283,-23.439315918402663,-46.46090001110851
7400,-23.39737530272017,-46.32366924271452
7401,-23.38869687003449,-46.32445324340702
7402,-23.396139497504166,-46.315214004717525
7403,-23.39213005566161,-46.3108454364504
7404,-23.389654955594647,-46.30036868290152
7405,-23.386653219545224,-46.29943837177563
7407,-23.376107420842796,-46.311977604616885
7411,-23.404889210714053,-46.34120434401871
7413,-23.408803110739232,-46.36246254815625
7414,-23.406074164638703,-46.364767258038896
7417,-23.37955097848981,-46.32212762362621
7422,-23.388624369528188,-46.35467717956907
7424,-23.331786938584457,-46.309162136978294
7428,-23.406196667638067,-46.32233310279111
7429,-23.414107710963226,-46.328093818504016
7431,-23.419418541338626,-46.35509012683139
7432,-23.41848816325341,-46.365598236310646
7434,-23.41611364737914,-46.3214935363583
7435,-23.420360532804608,-46.315320420239146
7436,-23.415444377006104,-46.30289372746567
7437,-23.42524416978052,-46.29422825421436
7438,-23.40720532324541,-46.29073045990779
7439,-23.397539228248547,-46.27467136219634
7440,-23.409457354255235,-46.279087695394985
7443,-23.418409552324658,-46.30508807701302
7500,-23.317709589364075,-46.227061818199104
7600,-23.322352248071105,-46.58973137816835
7700,-23.362637454934067,-46.74097499375316
7703,-23.37190328876325,-46.75246865864338
7704,-23.3761865843477,-46.75196525021163
7705,-23.65961406193379,-46.47578470116613
7712,-23.3555367728333,-46.74574703190718
7713,-23.35178323711951,-46.74908560206152
7714,-23.3470357373076,-46.75929964063752
7715,-23.346343587355577,-46.75182205795404
7716,-23.34260473815715,-46.74551083147743
7717,-23.33285903360801,-46.7529424771915
7718,-23.337214586179577,-46.75633660760888
7724,-23.357672491579283,-46.73476813663794
7726,-23.374781269198103,-46.70015979463773
7727,-23.373075100817022,-46.67747301737241
7733,-23.408236783190294,-46.67231622506661
7734,-23.403751794861037,-46.69040914432642
7739,-23.395006442587583,-46.714425353252054
7740,-23.39118109832696,-46.71271991601919
7741,-23.39232719618938,-46.70989309671545
7743,-23.37574543898512,-46.71223339198137
7744,-23.39495727638213,-46.7178745983416
7745,-23.380466235646992,-46.71888069406702
7747,-23.390882787090632,-46.71625973230473
7748,-23.391215037924265,-46.73057032385297
7749,-23.385590989615945,-46.738527117437215
7750,-23.358538959962758,-46.870280104527666
7752,-23.36287306259169,-46.84708856619089
7753,-23.329692260239877,-46.91994688928089
7756,-23.39132752759831,-46.86396374567468
7760,-23.33818218738648,-46.82770609148183
7764,-23.3766814354705,-46.926804919234456
7767,-23.335586035022036,-46.92622235722735
7768,-23.33531198769312,-46.91458588004054
7770,-23.412163674775385,-46.84385763461018
7776,-23.33874230964854,-46.84029749322375
7778,-23.361580757952467,-46.87233906326772
7781,-23.284288376683023,-46.87394922720307
7785,-23.332831016760714,-46.83041091769934
7786,-23.335410622054336,-46.8304366965758
7787,-23.337679032701146,-46.826739255239744
7788,-23.352306750000004,-46.82557237499999
7789,-23.362006704199494,-46.8476674521088
7790,-23.406901724083777,-46.84254171963375
7791,-23.409335317643418,-46.863932749036934
7792,-23.41297883760493,-46.84559818638743
7793,-23.41413002450185,-46.83064187069481
7794,-23.41736951726676,-46.82475861372152
7801,-23.32218972641909,-46.72554739643088
7802,-23.3262495384391,-46.728592223803744
7803,-23.331396805947033,-46.73252832276876
7804,-23.325375227133787,-46.733682585557254
7807,-23.320777806996176,-46.7325769232026
7808,-23.32016478459814,-46.7387153940523
7809,-23.324977016145237,-46.74830480016972
7810,-23.32179217727184,-46.76456569591626
7811,-23.31538616031486,-46.77828873175944
7812,-22.90682845367693,-47.0122315834516
7813,-23.32083867399996,-46.751736723999954
7830,-23.298780796855254,-46.758265702346435
7832,-23.30659065340576,-46.75644629691511
7835,-23.305468250966484,-46.744443382962984
7836,-23.30393615224852,-46.74135900649771
7840,-23.314091708732015,-46.73318617663959
7841,-23.315375580745666,-46.73739643560712
7842,-23.315077850372948,-46.727126208316925
7844,-23.30431205893181,-46.73397610787065
7845,-23.307361270874885,-46.73019949607041
7846,-23.310302233461016,-46.727948021397395
7847,-23.313229028575293,-46.72500924708624
7849,-23.318056384574305,-46.725613314999976
7850,-23.3316367575991,-46.72467409722358
7851,-23.328724530126646,-46.721998004984805
7852,-23.325838947847068,-46.71854639389734
7853,-23.32258526807449,-46.71442798369574
7854,-23.323348752692443,-46.707426866568646
7855,-23.3256072519117,-46.70394100727555
7856,-23.32360915967533,-46.700929245015786
7857,-23.330726055959964,-46.70743874923198
7858,-23.328086807593117,-46.7095699425789
7859,-23.32858556348084,-46.71508217424424
7860,-23.31960183396095,-46.719581513639895
7861,-23.3161358925704,-46.7143436269643
7862,-23.318308945331328,-46.70936063051355
7863,-23.318307816485987,-46.69861533921621
7865,-23.304688970567355,-46.72225700086162
7866,-23.300312878825494,-46.70915183488006
7867,-23.314738700661557,-46.77655867080499
7868,-23.303132999999995,-46.74339900000001
7901,-23.283666255768395,-46.74564312900246
7902,-23.2912023506713,-46.74279823879451
7903,-23.29561974427688,-46.740661686583195
7904,-23.300534619530257,-46.73559246203089
7905,-23.2895548269244,-46.76289362355178
7906,-23.298857157704862,-46.74463218178569
7907,-23.298009600690133,-46.747331429822566
7908,-23.290771066152466,-46.75009945296776
7909,-23.28870481953201,-46.74644312253566
7910,-23.278294135027803,-46.74593467621564
7911,-23.28373977034116,-46.751671477884855
7912,-23.290396185813567,-46.7552319002373
7913,-23.28893924958513,-46.762199980081306
7914,-23.28069898465243,-46.753894847759874
7915,-23.28074706190321,-46.75216199999994
7916,-23.277593536983716,-46.7583268425073
7917,-23.27596489794206,-46.75075814525219
7919,-23.264344491636212,-46.733145529853346
7920,-23.27325172431503,-46.75316591790107
7921,-23.27257382858982,-46.76077311006302
7929,-23.263044881883726,-46.755375635621284
7930,-23.258840516985124,-46.74932559772741
7934,-23.28444633281737,-46.75072475558663
7935,-23.25957365202642,-46.74083140878507
7936,-23.26207424743952,-46.74287769389903
7940,-23.26554734199993,-46.74777499999993
7941,-23.26990961518672,-46.7446308059152
7942,-23.27237014765088,-46.740036091162935
7943,-23.266433602370597,-46.7399226291419
7944,-23.265300669437035,-46.732569144796514
7945,-23.25991097703636,-46.73177354278629
7946,-23.27758890590671,-46.73788171203503
7950,-23.27797501600376,-46.74386493038214
7951,-23.274964280266037,-46.73248129362224
7952,-23.273114898415464,-46.72610728702496
7953,-23.2670288307198,-46.72441393626199
7955,-23.26056266599994,-46.71825999999993
7956,-23.278013999999928,-46.73113393277055
7957,-23.276729847964894,-46.73095381570757
7980,-23.27789122290399,-46.74979691174142
7985,-23.285282518205666,-46.7044428193455
7986,-23.289528327131094,-46.69978872101165
7987,-23.287989404489323,-46.70970104988616
7988,-23.27931499999994,-46.74185832299997
7989,-23.297531990002177,-46.714723349840405
7990,-23.27983942111792,-46.74051220666083
7991,-23.28347609312228,-46.73779002345587
7992,-23.286806639035305,-46.73532185639348
7995,-23.29616778535246,-46.72938385817926
7996,-23.29949328742476,-46.72491067538803
7997,-23.265669519443986,-46.73850966436476
7998,-23.29436590477666,-46.73391251791946
8010,-23.49408853621103,-46.43869526172886
8011,-23.495786339719523,-46.446582525535234
8020,-23.505252946159597,-46.44151853220031
8021,-23.500115235082802,-46.43507516395927
8022,-23.49380745045876,-46.42588138343239
8030,-23.502729436580296,-46.42199569191893
8031,-23.51171068412915,-46.4244273274933
8032,-23.517932266160944,-46.42721775000001
8040,-23.50913554249601,-46.44622241035259
8041,-23.51503460560334,-46.44060207799066
8042,-23.507709684430715,-46.434329633086136
8050,-23.51095281071334,-46.45877560283338
8051,-23.51377132584106,-46.468532017340905
8060,-23.50256652178249,-46.452450228453756
8061,-23.502687742022033,-46.46431842918368
8062,-23.509864462800298,-46.4737911939379
8070,-23.495575929366936,-46.46182984582204
8071,-23.49000855319642,-46.448914615182645
8072,-23.488594654804253,-46.45920586865417
8080,-23.48778455453289,-46.4280002596514
8081,-23.48567220483005,-46.41874072189959
8090,-23.478780458975653,-46.42653574909117
8110,-23.49718835332407,-46.401278495008334
8111,-23.49085966222804,-46.378334648003346
8115,-23.49159878406144,-46.387231605891806
8120,-23.502353609483983,-46.39311521787179
8121,-23.501868443003467,-46.38417966902305
8122,-23.49564161780837,-46.378772315631096
8130,-23.505951081949277,-46.369277342349946
8131,-23.503031790452425,-46.37650965168213
8132,-23.509526029141895,-46.376086458090484
8140,-23.510126809523168,-46.39765173078363
8141,-23.513785155981296,-46.39148043435859
8142,-23.51592981949865,-46.38442694097974
8143,-23.51833491834904,-46.398075735622136
8150,-23.518119818590403,-46.411662038028695
8151,-23.51984443493675,-46.40374258486402
8152,-23.512563,-46.40716603503311
8160,-23.504739368494633,-46.40971787093889
8161,-23.502454910352583,-46.413583616711854
8180,-23.48886692200935,-46.41156105828381
8190,-23.48820842894858,-46.394586033931546
8191,-23.480307345547907,-46.383680260976725
8210,-23.537607674158934,-46.44900617124475
8215,-23.539675631138568,-46.44437114131387
8220,-23.537648462115527,-46.46532176686477
8223,-23.52654805689883,-46.47025056119799
8225,-23.53020479226018,-46.46133008992108
8226,-23.523957293092487,-46.46187852233399
8230,-23.521612107132555,-46.45173418220901
8233,-23.525816060505505,-46.47272284248948
8235,-23.51763116858942,-46.45973057216227
8240,-23.523153631975287,-46.44540787343005
8241,-23.519239767827177,-46.43594124044738
8245,-23.52179905058902,-46.43257313699593
8246,-23.531411577298154,-46.439111166455106
8247,-23.53571107354725,-46.433174851376286
8248,-23.52960143498142,-46.43306049653755
8250,-23.5397205,-46.43633556480467
8253,-23.54875465139367,-46.4392114417162
8255,-23.5512359827998,-46.434955468088134
8257,-23.553851651826356,-46.428213677765605
8260,-23.563814008050084,-46.43270917051042
8265,-23.58222488620234,-46.453172612805226
8270,-23.56127544240869,-46.461969257046256
8275,-23.57130234332621,-46.47930265361119
8280,-23.561779395363267,-46.47581652435226
8285,-23.553232941716196,-46.472838812727204
8290,-23.55366239523337,-46.4506999200761
8295,-23.54728786526333,-46.45407726810551
8310,-23.626458,-46.463922
8311,-23.631842535662773,-46.46710744976627
8320,-23.62803383819032,-46.47357441104506
8321,-23.61038010918514,-46.480790558898114
8330,-23.61393187580963,-46.4649462867267
8331,-23.609758620318527,-46.47006352553521
8340,-23.612151111575955,-46.46061464709449
8341,-23.601163594090814,-46.45334981108343
8343,-23.606234096460447,-46.44652093991286
8344,-23.60961500291419,-46.44880728422052
8345,-23.610297609354255,-46.443941992707266
8346,-23.55897905268956,-46.67783176646726
8347,-23.518857930816417,-46.57710934448443
8370,-23.59450732944775,-46.44266175
8371,-23.597059321816026,-46.42393709638021
8372,-23.601733071628082,-46.4361585739311
8373,-23.50093499792376,-46.66410637538229
8375,-23.59865779600667,-46.46646116805641
8380,-23.59887676158464,-46.4405038791332
8381,-23.611780236467784,-46.429440241035486
8382,-23.618117472387304,-46.41742441768503
8383,-23.616819,-46.43131625240514
8390,-23.631443999999995,-46.44433953212821
8391,-23.604004096070977,-46.57335166080954
8395,-23.622391404375392,-46.45655024168612
8404,-23.52967739523337,-46.40945968428649
8410,-23.547626832361928,-46.41823026242136
8411,-23.553812608661765,-46.41191057118132
8412,-23.551576302527547,-46.40789832109887
8420,-23.54361066874891,-46.42699216299266
8421,-23.56261319494366,-46.42215450874258
8430,-23.525928445809036,-46.42331801276761
8431,-23.534514366639733,-46.417455631084266
8440,-23.53429039869583,-46.40896852400602
8441,-23.533195316406,-46.40526931161069
8450,-23.54358939439665,-46.40173602331353
8451,-23.54055368109816,-46.39837345191586
8452,-23.52950364869192,-46.39602647668647
8460,-23.5518940269202,-46.39927099264239
8461,-23.56029521787179,-46.40419355300369
8465,-23.56633470996594,-46.39814502331353
8466,-23.531021793183424,-46.47805795850353
8470,-23.590132931444405,-46.39907699999999
8471,-23.602209139881133,-46.39975738249835
8472,-23.57104154773789,-46.40246898389985
8473,-23.579539494667525,-46.39431441270312
8474,-23.582174311962603,-46.40332804591979
8475,-23.58842508053926,-46.400317814599866
8485,-23.591158292255756,-46.411671944630385
8490,-23.57736416464433,-46.407736812973
8500,-23.54518585060642,-46.36556172300769
8501,-23.541710411517176,-46.36075572735058
8502,-23.538839972243075,-46.35686878074323
8503,-23.548036004786134,-46.36031904225575
8504,-23.55592764706284,-46.36166815555334
8505,-23.552820848626663,-46.36652089301167
8506,-23.5587949365803,-46.370551248196264
8507,-23.56065742689566,-46.367777234592324
8508,-23.56434817142456,-46.371407446343056
8509,-23.568012263177422,-46.3597582688388
8510,-23.560029259302837,-46.35983344250401
8513,-23.576579566169933,-46.365277199245206
8514,-23.568080400654388,-46.36722929899116
8515,-23.577299274136507,-46.37411020714745
8517,-23.56892589286744,-46.372428309048416
8525,-23.558257898002537,-46.3897587046292
8526,-23.556273212880125,-46.382393978114976
8527,-23.55335922459641,-46.37871491388143
8528,-23.5539935938289,-46.37509693842762
8529,-23.5468063222267,-46.372942660698826
8530,-23.5367276079389,-46.369633895765645
8531,-23.540315029690166,-46.373010386925216
8532,-23.539104,-46.37764856423741
8533,-23.545918448281764,-46.38001167860233
8534,-23.550659803034737,-46.38537687569471
8535,-23.55322650874257,-46.39006805190717
8536,-23.542374064325795,-46.38543786947556
8537,-23.53285294403852,-46.39142981850016
8538,-23.531737416259077,-46.39234501640655
8539,-23.53304626833998,-46.37626677237593
8540,-23.52102031518645,-46.38208462518472
8541,-23.520753000000003,-46.37385023020292
8542,-23.514924011106206,-46.370295908895486
8543,-23.52503767055225,-46.37064935334179
8544,-23.531807336718767,-46.363401
8545,-23.531740541658312,-46.37090258381903
8550,-23.521808629753586,-46.34100219473756
8551,-23.522125006804814,-46.34902825051069
8552,-23.52821078782871,-46.35386295920134
8553,-23.522031219545227,-46.36295507576895
8554,-23.51449013183106,-46.36110128504239
8555,-23.51048122420824,-46.35245554953153
8556,-23.514846144171692,-46.34777663849616
8557,-23.51102208759264,-46.34172344272628
8558,-23.508769319103408,-46.33517442297597
8559,-23.51677547628342,-46.33643354559392
8560,-23.53178278562272,-46.33532689737445
8561,-23.528073991949917,-46.33998564570951
8562,-23.530979694100395,-46.34623827686436
8563,-23.532920937272795,-46.34951003996194
8564,-23.53768597085809,-46.35218341142527
8565,-23.54068640527567,-46.341216293366614
8566,-23.54537820483004,-46.34555934901037
8567,-23.54892014345921,-46.35195806369988
8568,-23.55524667286943,-46.34706195614291
8570,-23.476569136947983,-46.35421999999997
8571,-23.48610264428681,-46.34404254570396
8572,-23.499520197749,-46.341727616325045
8573,-23.4921643412083,-46.35031920014024
8574,-23.505527888339024,-46.3513365716552
8575,-23.49919378401805,-46.35812439474595
8576,-23.48807447760504,-46.35751602664146
8577,-23.484880096154814,-46.36654993289185
8578,-23.46987692571624,-46.38290664943849
8579,-23.461443888863606,-46.37551476988139
8580,-23.451957371511565,-46.343650975634446
8581,-23.457640227315764,-46.353653253303214
8582,-23.449885950196027,-46.35855330279718
8583,-23.438943810836285,-46.38146923642413
8584,-23.42471944020788,-46.34821377674483
8585,-23.488858329997143,-46.35451370002853
8586,-23.4401594843861,-46.33570729052765
8587,-23.42905607576424,-46.31605574847379
8588,-23.439479999999943,-46.31963830623954
8589,-23.43899283477652,-46.30099578910578
8590,-23.438824828739584,-46.2765147070142
8591,-23.44965736229816,-46.30312188777668
8592,-23.469308359716003,-46.291899525639714
8593,-23.481823500000004,-46.29382770718807
8594,-23.487795917788624,-46.300889771707205
8595,-23.46888363810267,-46.30439950586268
8596,-23.486638146274355,-46.31469729770523
8597,-23.46088010965037,-46.31708098228367
8598,-23.46681894869581,-46.32457947955707
8599,-23.46492635230126,-46.339533835693445
8610,-23.54175760166953,-46.30016626692366
8613,-23.540284035100953,-46.287059288685036
8615,-23.54774980834696,-46.293749082625176
8616,-23.55689593782346,-46.29249478253684
8620,-23.632276741599252,-46.302728907919274
8621,-23.533389538560343,-46.29819319994478
8625,-23.643559816285485,-46.312577687875475
8630,-23.655299357874785,-46.32898123746934
8633,-23.653538203924427,-46.314006433256225
8635,-23.663927944177715,-46.336623043201556
8640,-23.63124008748658,-46.32745978585071
8650,-23.5746714161382,-46.31740057954448
8653,-23.615174568083752,-46.31869441731413
8655,-23.59208208710409,-46.30462202649456
8656,-23.59297157208284,-46.30570458129854
8660,-23.55980584433647,-46.336239622830135
8663,-23.56888418300138,-46.33308552479383
8664,-23.55571921629811,-46.32587790360535
8665,-23.559132373045337,-46.313992564585504
8666,-23.574816367260638,-46.3077722188954
8670,-23.53924915405453,-46.33069520862474
8671,-23.54347931986981,-46.326723415838806
8673,-23.539820103990145,-46.31780434759043
8674,-23.54331186037473,-46.31334970843172
8675,-23.5478950741622,-46.31044984200854
8676,-23.553128865237888,-46.30594653457149
8680,-23.527778469293484,-46.322383254224036
8683,-23.52854763911564,-46.310632138200326
8685,-23.52272396335124,-46.30566556403389
8686,-23.534755720078792,-46.28786721968291
8689,-23.52886814214044,-46.31457858145279
8690,-23.497770131056917,-46.31590179419777
8692,-23.493189363938225,-46.32319417746025
8693,-23.502526126646,-46.30510116845953
8694,-23.510099064058267,-46.297390104979456
8695,-23.494634280198916,-46.278602530420244
8696,-23.50848482185577,-46.29060608346027
8710,-23.52326624957938,-46.194662263967
8715,-23.52831723003424,-46.18619246749418
8717,-23.53874524042914,-46.19140770032851
8720,-23.540672250614712,-46.179805717896826
8725,-23.55418973798109,-46.18472669082058
8726,-23.559782929434768,-46.17959220831487
8727,-23.56641452790994,-46.18604934769461
8730,-23.536294213793404,-46.20095422081212
8735,-23.53435066619291,-46.21196340351685
8737,-23.541661809900702,-46.20489758466003
8738,-23.552717737001657,-46.200320606340384
8740,-23.54384738773155,-46.215028084907104
8742,-23.55000037923795,-46.213670524356516
8743,-23.554536095122213,-46.21668638204751
8744,-23.54828759920475,-46.227118407388105
8745,-23.54731974271452,-46.23516282509048
8746,-23.56059200885729,-46.20670091779502
8747,-23.557855224059317,-46.20977179832961
8750,-23.548749551253486,-46.25448726291777
8751,-23.670526092842543,-46.22883745604681
8752,-23.54503306703846,-46.26184741683954
8753,-23.604959521443902,-46.25020986534365
8755,-23.5424551205117,-46.167048112245794
8760,-23.56095402976856,-46.22117113131455
8761,-23.56066677673253,-46.22081126261158
8762,-23.573777299919776,-46.222626610992194
8763,-23.583288907687667,-46.23135399692433
8765,-23.67175565259877,-46.18412772720034
8766,-23.540347864335267,-46.1912032852791
8767,-23.641100141637587,-46.12647325514096
8770,-23.51955432629361,-46.20579842073052
8771,-23.454556983128096,-46.08289846798539
8772,-23.486160541494804,-46.28391640870401
8773,-23.51400362587798,-46.19054482764663
8774,-23.465663590421656,-46.28240274370247
8775,-23.497389876959986,-46.1823423034472
8779,-23.358797292752108,-46.15837918719848
8780,-23.51992999904818,-46.17713395622714
8790,-23.52821852883758,-46.17006825497569
8793,-23.541149176977086,-46.16424665425606
8795,-23.53254911289421,-46.18000499690133
8810,-23.50058422170504,-46.1484275495466
8820,-23.508847955223157,-46.151604777995644
8830,-23.514854436332204,-46.14078975940024
8831,-23.5235543651198,-46.14450798368278
8832,-23.516913648399584,-46.10417245526518
8833,-23.521905936795314,-46.16167840664869
8840,-23.482467116667337,-46.13170591013399
8850,-23.480694650169223,-46.08449743579612
8880,-23.519975947056054,-46.18756607644843
8900,-23.413674398073603,-46.03530944116793
8940,-23.572158411910493,-46.04082959368207
8970,-23.530781704553334,-45.84955881583171
9010,-23.659182,-46.52514198029314
9015,-23.65869024839867,-46.52249513292757
9020,-23.662566512592036,-46.52741092389908
9030,-23.668750634745244,-46.52712259784171
9040,-23.66217601387846,-46.53464565474054
9041,-23.663992368861425,-46.5384039775232
9050,-23.67332717021707,-46.54528848405988
9051,-23.67975053121937,-46.550843307166375
9060,-23.66666607132555,-46.549536747980305
9061,-23.65104596295224,-46.55967296863639
9070,-23.643885489583987,-46.547049492057425
9071,-23.65164196433722,-46.547978134807394
9080,-23.64151681425172,-46.54210469718399
9090,-23.65218934609616,-46.53875018356984
9091,-23.657923830006137,-46.545672972806194
9110,-23.669716903553663,-46.50581698955484
9111,-23.670473877878134,-46.49108185675612
9112,-23.667585309163982,-46.49216015487045
9120,-23.679693667441757,-46.4957975276127
9121,-23.678743908783414,-46.50281468519531
9124,-23.736833779153557,-46.47911795977603
9130,-23.691027058051727,-46.504557561076766
9131,-23.694415753534567,-46.4961230557628
9132,-23.70662219797225,-46.500337390127335
9133,-23.739405489159385,-46.4943553556231
9134,-23.73053443491416,-46.4797563463713
9139,-23.702514826598424,-46.521858039672956
9150,-23.77733470191586,-46.30400591194204
9160,-23.766984335824397,-46.4630404588973
9161,-23.766565903593463,-46.45937451944094
9163,-23.763024846795645,-46.47374754113308
9169,-23.71190177834374,-46.515225502546826
9170,-23.709584934024686,-46.509238729110194
9171,-23.70171457660069,-46.51267210796927
9172,-23.69470364807545,-46.51149665000868
9175,-23.687095049541234,-46.51769647631296
9176,-23.679574407438395,-46.51863356160204
9180,-23.69435956040603,-46.523333577785976
9181,-23.682683004540355,-46.52533363343238
9182,-23.69769701249348,-46.53004889731084
9185,-23.68317870979484,-46.53611412753189
9190,-23.673745717019944,-46.538310096716536
9195,-23.675315595636327,-46.51511591603398
9210,-23.637416290596647,-46.52831919983838
9220,-23.622994599106278,-46.53766812565611
9230,-23.619856449730182,-46.52845844242909
9238,-23.664002678602326,-46.52309420774424
9240,-23.62908232590855,-46.52425375944701
9241,-23.632601699419325,-46.5187396588955
9250,-23.624257693591645,-46.51504239570952
9251,-23.63038012975358,-46.50680201276761
9260,-23.631231677765612,-46.49590477892556
9270,-23.638748764084582,-46.49231217591025
9271,-23.641877043568627,-46.50196149610485
9272,-23.650023432753514,-46.49519146485455
9273,-23.65013154962983,-46.50391079807457
9274,-23.656604474999934,-46.497593835999965
9280,-23.640079123362614,-46.51544838301402
9290,-23.64866032889948,-46.508844028853446
9291,-23.645438424086816,-46.52022905966877
9310,-23.669812127853397,-46.45081654830993
9311,-23.678197366351267,-46.45035815722206
9312,-23.670019203214565,-46.445075268614175
9320,-23.6598992288005,-46.44217136817417
9321,-23.648068339394207,-46.43569928406145
9330,-23.661310401047427,-46.42192988382407
9331,-23.67313143976862,-46.41990468550459
9332,-23.657646953866433,-46.4177573526818
9333,-23.64864641861294,-46.41578863523999
9334,-23.66708614601108,-46.4086238574788
9335,-23.66570641834938,-46.41695282426656
9336,-23.66054561627915,-46.411147738011316
