iter	Logloss
155	0.5938752774
156	0.5937922297
157	0.593662959
158	0.5935652783
159	0.5934222862
160	0.5933544813
161	0.5932617098
162	0.5931570896
163	0.5930401777
164	0.5929681104
165	0.5928174142
166	0.5926768222
167	0.5925910749
168	0.5924898834
169	0.592365598
170	0.5923055714
171	0.5921913776
172	0.5921096038
173	0.5920515332
174	0.591889687
175	0.5917694403
176	0.5916848916
177	0.59157724
178	0.5914784106
179	0.5913553314
180	0.5912662827
181	0.5911927357
182	0.5911040041
183	0.5910112449
184	0.5909302992
185	0.5908268234
186	0.5907257419
187	0.590647759
188	0.590533941
189	0.5903806568
190	0.5902843852
191	0.5901520061
192	0.5900681385
193	0.5899149929
194	0.5898455191
195	0.589723168
196	0.5895950959
197	0.5894618895
198	0.5893747238
199	0.5892658527
200	0.5891503782
201	0.5891057878
202	0.5889725062
203	0.5888802991
204	0.5887533894
205	0.5886804377
206	0.5886163408
207	0.5885005591
208	0.5884557006
209	0.5883997093
210	0.5882405539
211	0.5881618858
212	0.5880067883
213	0.5878522966
214	0.5877338705
215	0.58760671
216	0.5875047245
217	0.5874146252
218	0.5872811809
219	0.5871599785
220	0.5869978033
221	0.5868542366
222	0.5867955197
223	0.5865953077
224	0.5864771765
225	0.5862989397
226	0.586164108
227	0.5860162714
228	0.5858389736
229	0.5856925852
230	0.5856197284
231	0.585492839
232	0.5854182328
233	0.5853170661
234	0.5851439143
235	0.5849673396
236	0.5847705628
237	0.5846312123
238	0.5844781827
239	0.5842923193
240	0.5841045074
241	0.5839891587
242	0.5838362223
243	0.5837018992
244	0.583519139
245	0.5833361183
246	0.5831689237
247	0.5829372537
248	0.5827960804
249	0.5826677879
250	0.5825138292
251	0.5823731207
252	0.5822775474
253	0.5821603658
254	0.5819983991
255	0.5818547811
256	0.5816891545
257	0.5815744546
258	0.5813995768
259	0.5812728904
260	0.5811057152
261	0.5809542105
262	0.5808396294
263	0.5807129329
264	0.5805736408
265	0.5804241722
266	0.5802720889
267	0.5801199885
268	0.5800309693
269	0.5798594796
270	0.5796986669
271	0.5795070904
272	0.5793119266
273	0.5791272121
274	0.578946475
275	0.5788057311
276	0.5786218664
277	0.5784356813
278	0.5783839836
279	0.5782527162
280	0.5780836641
281	0.5779099384
282	0.5777162197
283	0.5775395802
284	0.5773563277
285	0.5771523042
286	0.5770602994
287	0.576935786
288	0.5768121802
289	0.5766547669
290	0.5765093623
291	0.5763356482
292	0.5762127479
293	0.5760281691
294	0.5758167482
295	0.5755973993
296	0.5754402479
297	0.5752591327
298	0.5751308055
299	0.5749676307
300	0.5748202203
301	0.5747208084
302	0.5746677517
303	0.5744728912
304	0.5743098305
305	0.5741792882
306	0.5739857067
307	0.573877248
308	0.573720976
309	0.5735850087
310	0.5734240546
311	0.5732311059
312	0.5731285709
313	0.573044858
314	0.5729304852
315	0.5728199479
316	0.5726745995
317	0.5725447106
318	0.5724544394
319	0.5723465891
320	0.5722205898
321	0.5720882485
322	0.571915096
323	0.5717761247
324	0.5716491843
325	0.571439827
326	0.5712902251
327	0.571167357
328	0.5710571885
329	0.5709471494
330	0.5707561463
331	0.5706224709
332	0.5705268374
333	0.5703996249
334	0.5702693527
335	0.5700976887
336	0.5699223592
337	0.569737561
338	0.569617896
339	0.5695069075
340	0.5693949802
341	0.5692337903
342	0.5691066887
343	0.5689514811
344	0.5688391223
345	0.5686258136
346	0.5684629343
347	0.5683708852
348	0.5682252342
349	0.5680797808
350	0.5679568111
351	0.5678611068
352	0.5677322609
353	0.5675764288
354	0.5674432966
355	0.5672837168
356	0.5671242788
357	0.5670273648
358	0.5668968468
359	0.5667622362
360	0.5665853818
361	0.5664896276
362	0.5663444613
363	0.566234311
364	0.5661260624
365	0.5659658224
366	0.5658643403
367	0.56574305
368	0.5655523254
369	0.5654336698
370	0.5653009731
371	0.5651556769
372	0.5650616229
373	0.5649385438
374	0.5648085708
375	0.5646888332
376	0.5645358902
377	0.5644466277
378	0.5643060075
379	0.5641876084
380	0.5640903119
381	0.5639211846
382	0.5637539644
383	0.5636562751
384	0.5635327308
385	0.5633777867
386	0.5632756091
387	0.5631464681
388	0.5630315854
389	0.5628648885
390	0.5627325968
391	0.5626554683
392	0.562477031
393	0.5623305152
394	0.562213417
395	0.5621444768
396	0.5619945748
397	0.5618261647
398	0.5616230494
399	0.5614704341
400	0.5613486832
401	0.5612170379
402	0.5611042073
403	0.5609463755
404	0.5608182929
405	0.5606697141
406	0.5605476389
407	0.5604400028
408	0.5603035187
409	0.5602448204
410	0.560140567
411	0.5599712416
412	0.5597764953
413	0.5596623896
414	0.5595592299
415	0.5594011511
416	0.5592860017
417	0.5591465411
418	0.5590043385
419	0.5588874912
420	0.55873111
421	0.5586454166
422	0.5585642924
423	0.5584412942
424	0.5582723512
425	0.5581778946
426	0.5580493764
427	0.5578975616
428	0.5578176885
429	0.5576971213
430	0.5575677304
431	0.557448838
432	0.5572927692
433	0.5571340995
434	0.5570254427
435	0.5568533423
436	0.5566955913
437	0.5565310577
438	0.5563835338
439	0.5563249038
440	0.5561154745
441	0.5559808472
442	0.5558139772
443	0.5556670204
444	0.5555561813
445	0.5553890768
446	0.5553035559
447	0.5551520051
448	0.555077703
449	0.5549133482
450	0.5547783365
451	0.5546479874
452	0.5544773715
453	0.5543599306
454	0.5542066147
455	0.5541122297
456	0.5539717897
457	0.5538399844
458	0.5537344073
459	0.5535894672
460	0.5534365358
461	0.5533004486
462	0.5531613372
463	0.5530458221
464	0.5529052889
465	0.5527742427
466	0.5525854373
467	0.5524393384
468	0.5522891839
469	0.552155023
470	0.5520321655
471	0.551896568
472	0.5517791966
473	0.5516821204
474	0.5515373975
475	0.551398345
476	0.5512379138
477	0.5511367356
478	0.5509857671
479	0.5508613238
480	0.550715597
481	0.5506218788
482	0.5504387958
483	0.5503096898
484	0.5502132823
485	0.550131966
486	0.5499695988
487	0.549837035
488	0.549719323
489	0.5496145921
490	0.5495126971
491	0.549369587
492	0.5492367019
493	0.5491284362
494	0.548994838
495	0.5488182165
496	0.5486565739
497	0.5485392221
498	0.5484004298
499	0.5482773139
500	0.5481594319
501	0.5480129583
502	0.5478889162
503	0.5477548717
504	0.5476971788
505	0.547583248
506	0.5474691739
507	0.547345976
508	0.5471961201
509	0.5470909884
510	0.5469440167
511	0.5467914625
512	0.546660813
513	0.5465282356
514	0.5464223106
515	0.5463380914
516	0.5461686202
517	0.5460193993
518	0.5458469084
519	0.5457066639
520	0.5456252234
521	0.545456604
522	0.5453515222
523	0.5452507065
524	0.5451198575
525	0.5449974802
526	0.5448632295
527	0.5447993815
528	0.5446339498
529	0.5445229853
530	0.544340532
531	0.5442536308
532	0.5441676537
533	0.5440201409
534	0.5438743062
535	0.5436909968
536	0.5435653232
537	0.5434649172
538	0.5433367133
539	0.5431961634
540	0.5430692069
541	0.5429590954
542	0.5428448007
543	0.5427024895
544	0.5425841139
545	0.5424718538
546	0.5423986617
547	0.5422995488
548	0.5421852217
549	0.5421021346
550	0.5419717784
551	0.5418502311
552	0.5417883819
553	0.5416733109
554	0.5415822834
555	0.5414758703
556	0.5413751709
557	0.5412953003
558	0.5411731429
559	0.541059756
560	0.540932213
561	0.5407937884
562	0.5406823077
563	0.540571281
564	0.5404193067
565	0.5403061966
566	0.5401915263
567	0.540130141
568	0.5399767548
569	0.5398741883
570	0.5397537364
571	0.5396967287
572	0.53955819
573	0.5394899617
574	0.5393347805
575	0.5391828135
576	0.5390292884
577	0.5388672058
578	0.5387523067
579	0.5386619661
580	0.5385323422
581	0.5384200912
582	0.5382797118
583	0.538187328
584	0.5380698741
585	0.5379689686
586	0.5378382575
587	0.5377110943
588	0.5376138525
589	0.5374706821
590	0.5373143387
591	0.5371974282
592	0.537026053
593	0.5368631248
594	0.5367338949
595	0.5365915579
596	0.5364813844
597	0.5364051459
598	0.536298253
599	0.5362176513
